     ,Unnamed: 0 ,UDI   ,Product ID ,Type ,Air temperature [K] ,Process temperature [K] ,Rotational speed [rpm] ,Torque [Nm] ,Tool wear [min] ,Target ,Failure Type             ,Noise Power ,Noise    ,Difference Temperature ,Rotation per torque ,Torque per Rotation ,Tool wear per Rotation ,Tool wear per torque ,Tool wear per power
  19 ,        19 ,   20 ,M14879     ,M    ,              298.9 ,                  309.3 ,                  1632 ,       32.5 ,             55 ,     0 ,No Failure               ,    5554.34 ,2694.34  ,    5.200000000000017  , 50.215384615384615 , 0.0199142156862745 ,    0.0337009803921568 ,  1.6923076923076923 , 0.0099021665940507
  20 ,        20 ,   21 ,H29434     ,H    ,              298.9 ,                  309.3 ,                  1375 ,       42.7 ,             58 ,     0 ,No Failure               ,    6148.36 ,3288.36  ,    5.200000000000017  , 32.20140515222482  , 0.0310545454545454 ,    0.0421818181818181 ,  1.3583138173302107 , 0.0094334098849124
  21 ,        21 ,   22 ,L47201     ,L    ,              298.8 ,                  309.3 ,                  1450 ,       44.8 ,             63 ,     0 ,No Failure               ,    6802.6  ,3942.6   ,    5.25               , 32.36607142857143  , 0.0308965517241379 ,    0.0434482758620689 ,  1.40625            , 0.0092611648487343
  22 ,        22 ,   23 ,M14882     ,M    ,              298.9 ,                  309.3 ,                  1581 ,       30.7 ,             65 ,     0 ,No Failure               ,    5082.75 ,2222.75  ,    5.200000000000017  , 51.498371335504885 , 0.0194180898165717 ,    0.0411132194813409 ,  2.1172638436482085 , 0.0127883527617923
  23 ,        23 ,   24 ,L47203     ,L    ,              299.0 ,                  309.4 ,                  1758 ,       25.7 ,             68 ,     0 ,No Failure               ,    4731.3  ,1871.3   ,    5.199999999999989  , 68.40466926070039  , 0.0146188850967007 ,    0.0386803185437997 ,  2.6459143968871595 , 0.0143723712298945
  24 ,        24 ,   25 ,M14884     ,M    ,              299.0 ,                  309.4 ,                  1561 ,       37.3 ,             70 ,     0 ,No Failure               ,    6097.34 ,3237.34  ,    5.199999999999989  , 41.84986595174263  , 0.0238949391415759 ,    0.0448430493273542 ,  1.8766756032171583 , 0.0114804160502776
  25 ,        25 ,   26 ,L47205     ,L    ,              299.0 ,                  309.5 ,                  1861 ,       23.3 ,             73 ,     0 ,No Failure               ,    4540.78 ,1680.78  ,    5.25               , 79.87124463519314  , 0.0125201504567436 ,    0.0392262224610424 ,  3.133047210300429  , 0.0160765331066468
  26 ,        26 ,   27 ,L47206     ,L    ,              299.1 ,                  309.5 ,                  1512 ,       39.0 ,             75 ,     0 ,No Failure               ,    6175.11 ,3315.11  ,    5.199999999999989  , 38.76923076923077  , 0.0257936507936507 ,    0.0496031746031746 ,  1.9230769230769231 , 0.0121455326301879
  27 ,        27 ,   28 ,H29441     ,H    ,              299.1 ,                  309.4 ,                  1811 ,       24.6 ,             77 ,     0 ,No Failure               ,    4665.33 ,1805.33  ,    5.149999999999977  , 73.61788617886178  , 0.0135836554389839 ,    0.0425179458862506 ,  3.130081300813008  , 0.0165047274254983
  28 ,        28 ,   29 ,L47208     ,L    ,              299.1 ,                  309.4 ,                  1439 ,       44.2 ,             82 ,     0 ,No Failure               ,    6660.57 ,3800.57  ,    5.149999999999977  , 32.556561085972845 , 0.0307157748436414 ,    0.0569840166782487 ,  1.855203619909502  , 0.0123112586460317
  29 ,        29 ,   30 ,L47209     ,L    ,              299.0 ,                  309.4 ,                  1693 ,       30.1 ,             84 ,     0 ,No Failure               ,    5336.45 ,2476.45  ,    5.199999999999989  , 56.24584717607973  , 0.0177790903721205 ,    0.0496160661547548 ,  2.7906976744186047 , 0.0157408014691414
  30 ,        30 ,   31 ,M14890     ,M    ,              299.1 ,                  309.5 ,                  1339 ,       48.2 ,             86 ,     0 ,No Failure               ,    6758.59 ,3898.59  ,    5.199999999999989  , 27.780082987551864 , 0.0359970126960418 ,    0.0642270351008215 ,  1.784232365145228  , 0.0127245475757517
  31 ,        31 ,   32 ,L47211     ,L    ,              299.0 ,                  309.4 ,                  1798 ,       25.5 ,             89 ,     0 ,No Failure               ,    4801.3  ,1941.3   ,    5.199999999999989  , 70.50980392156863  , 0.0141824249165739 ,    0.0494994438264738 ,  3.4901960784313726 , 0.0185366463249536
  32 ,        32 ,   33 ,L47212     ,L    ,              299.0 ,                  309.4 ,                  1419 ,       48.3 ,             91 ,     0 ,No Failure               ,    7177.25 ,4317.25  ,    5.199999999999989  , 29.378881987577643 , 0.0340380549682875 ,    0.0641296687808315 ,  1.884057971014493  , 0.0126789508516493
  33 ,        33 ,   34 ,L47213     ,L    ,              298.9 ,                  309.3 ,                  1665 ,       32.5 ,             93 ,     0 ,No Failure               ,    5666.65 ,2806.65  ,    5.200000000000017  , 51.23076923076923  , 0.0195195195195195 ,    0.0558558558558558 ,  2.8615384615384616 , 0.0164118129759205
  34 ,        34 ,   35 ,M14894     ,M    ,              298.8 ,                  309.1 ,                  1559 ,       34.7 ,             95 ,     0 ,No Failure               ,    5665.06 ,2805.06  ,    5.150000000000006  , 44.92795389048991  , 0.0222578576010263 ,    0.0609364977549711 ,  2.737752161383285  , 0.0167694605176291
  35 ,        35 ,   36 ,M14895     ,M    ,              298.8 ,                  309.2 ,                  1452 ,       48.6 ,             98 ,     0 ,No Failure               ,    7389.78 ,4529.78  ,    5.199999999999989  , 29.87654320987654  , 0.0334710743801652 ,    0.0674931129476584 ,  2.016460905349794  , 0.0132615585308358
  36 ,        36 ,   37 ,M14896     ,M    ,              298.9 ,                  309.2 ,                  1581 ,       36.7 ,            101 ,     0 ,No Failure               ,    6076.12 ,3216.12  ,    5.150000000000006  , 43.07901907356948  , 0.023213156230234  ,    0.0638836179633143 ,  2.752043596730245  , 0.0166224498528666
  37 ,        37 ,   38 ,L47217     ,L    ,              298.8 ,                  309.1 ,                  1439 ,       39.2 ,            104 ,     0 ,No Failure               ,    5907.12 ,3047.12  ,    5.150000000000006  , 36.70918367346938  , 0.0272411396803335 ,    0.0722724113968033 ,  2.653061224489796  , 0.0176058722355394
  38 ,        38 ,   39 ,H29452     ,H    ,              298.9 ,                  309.2 ,                  1379 ,       50.7 ,            106 ,     0 ,No Failure               ,    7321.51 ,4461.51  ,    5.150000000000006  , 27.19921104536489  , 0.0367657722987672 ,    0.0768672951414068 ,  2.090729783037476  , 0.0144778877581263
  39 ,        39 ,   40 ,L47219     ,L    ,              298.8 ,                  309.1 ,                  1350 ,       52.5 ,            111 ,     0 ,No Failure               ,    7422.01 ,4562.01  ,    5.150000000000006  , 25.714285714285715 , 0.0388888888888888 ,    0.0822222222222222 ,  2.1142857142857143 , 0.0149555174406932
  40 ,        40 ,   41 ,L47220     ,L    ,              298.8 ,                  309.1 ,                  1362 ,       45.4 ,            113 ,     0 ,No Failure               ,    6475.33 ,3615.33  ,    5.150000000000006  , 30.0               , 0.0333333333333333 ,    0.0829662261380323 ,  2.488986784140969  , 0.0174508480648862
  41 ,        41 ,   42 ,L47221     ,L    ,              298.8 ,                  309.1 ,                  1368 ,       50.8 ,            115 ,     0 ,No Failure               ,    7277.44 ,4417.44  ,    5.150000000000006  , 26.92913385826772  , 0.0371345029239766 ,    0.0840643274853801 ,  2.263779527559055  , 0.0158022601354322
  42 ,        42 ,   43 ,M14902     ,M    ,              298.8 ,                  309.1 ,                  1368 ,       49.1 ,            117 ,     0 ,No Failure               ,    7033.9  ,4173.9   ,    5.150000000000006  , 27.86150712830957  , 0.035891812865497  ,    0.0855263157894736 ,  2.3828920570264764 , 0.0166337309316311
  43 ,        43 ,   44 ,H29457     ,H    ,              298.8 ,                  309.2 ,                  1372 ,       48.5 ,            120 ,     0 ,No Failure               ,    6968.26 ,4108.26  ,    5.199999999999989  , 28.288659793814432 , 0.0353498542274052 ,    0.0874635568513119 ,  2.4742268041237114 , 0.0172209418133077
  44 ,        44 ,   45 ,M14904     ,M    ,              298.8 ,                  309.1 ,                  1472 ,       47.5 ,            125 ,     0 ,No Failure               ,    7322.01 ,4462.01  ,    5.150000000000006  , 30.989473684210527 , 0.0322690217391304 ,    0.0849184782608695 ,  2.631578947368421  , 0.0170718149797664
  45 ,        45 ,   46 ,L47225     ,L    ,              298.8 ,                  309.1 ,                  1489 ,       49.1 ,            128 ,     0 ,No Failure               ,    7656.05 ,4796.05  ,    5.150000000000006  , 30.325865580448063 , 0.0329751511081262 ,    0.0859637340496977 ,  2.606924643584521  , 0.0167188040830454
  46 ,        46 ,   47 ,M14906     ,M    ,              298.7 ,                  309.0 ,                  1843 ,       25.8 ,            130 ,     0 ,No Failure               ,    4979.36 ,2119.36  ,    5.150000000000006  , 71.43410852713178  , 0.0139989148128052 ,    0.0705371676614216 ,  5.038759689922481  , 0.0261077728864753
  47 ,        47 ,   48 ,L47227     ,L    ,              298.8 ,                  309.1 ,                  1418 ,       46.3 ,            133 ,     0 ,No Failure               ,    6875.21 ,4015.21  ,    5.150000000000006  , 30.62634989200864  , 0.0326516220028208 ,    0.0937940761636107 ,  2.872570194384449  , 0.0193448636478013
  48 ,        48 ,   49 ,H29462     ,H    ,              298.8 ,                  309.2 ,                  1425 ,       53.9 ,            135 ,     0 ,No Failure               ,    8043.26 ,5183.26  ,    5.199999999999989  , 26.437847866419297 , 0.0378245614035087 ,    0.0947368421052631 ,  2.504638218923933  , 0.0167842392263833
  49 ,        49 ,   50 ,M14909     ,M    ,              298.9 ,                  309.2 ,                  1412 ,       44.1 ,            140 ,     0 ,No Failure               ,    6520.82 ,3660.82  ,    5.150000000000006  , 32.01814058956916  , 0.0312322946175637 ,    0.0991501416430594 ,  3.1746031746031744 , 0.0214696924619909
  50 ,        50 ,   51 ,L47230     ,L    ,              298.9 ,                  309.1 ,                  2861 ,        4.6 ,            143 ,     1 ,Power Failure            ,    1378.17 ,-1481.83 ,    5.100000000000023  ,621.9565217391305   , 0.0016078294302691 ,    0.0499825235931492 , 31.086956521739133  , 0.1037607842283608
  51 ,        51 ,   52 ,L47231     ,L    ,              298.9 ,                  309.1 ,                  1383 ,       54.9 ,            145 ,     0 ,No Failure               ,    7951.03 ,5091.03  ,    5.100000000000023  , 25.19125683060109  , 0.0396963123644251 ,    0.1048445408532176 ,  2.6411657559198543 , 0.0182366309773702
  52 ,        52 ,   53 ,H29466     ,H    ,              298.8 ,                  309.0 ,                  1497 ,       43.8 ,            147 ,     0 ,No Failure               ,    6866.33 ,4006.33  ,    5.099999999999994  , 34.178082191780824 , 0.0292585170340681 ,    0.0981963927855711 ,  3.356164383561644  , 0.0214088166458646
  53 ,        53 ,   54 ,L47233     ,L    ,              298.7 ,                  309.0 ,                  1565 ,       35.1 ,            152 ,     0 ,No Failure               ,    5752.41 ,2892.41  ,    5.150000000000006  , 44.58689458689459  , 0.0224281150159744 ,    0.0971246006389776 ,  4.33048433048433   , 0.0264237076286287
  54 ,        54 ,   55 ,L47234     ,L    ,              298.7 ,                  309.0 ,                  1691 ,       30.1 ,            154 ,     0 ,No Failure               ,    5330.14 ,2470.14  ,    5.150000000000006  , 56.17940199335548  , 0.0178001182732111 ,    0.091070372560615  ,  5.116279069767441  , 0.0288922992641844
  55 ,        55 ,   56 ,L47235     ,L    ,              298.8 ,                  309.1 ,                  1512 ,       40.7 ,            156 ,     0 ,No Failure               ,    6444.29 ,3584.29  ,    5.150000000000006  , 37.14987714987715  , 0.0269179894179894 ,    0.1031746031746031 ,  3.8329238329238327 , 0.0242074766964242
  56 ,        56 ,   57 ,L47236     ,L    ,              298.8 ,                  309.1 ,                  1477 ,       42.4 ,            158 ,     0 ,No Failure               ,    6558.05 ,3698.05  ,    5.150000000000006  , 34.83490566037736  , 0.0287068381855111 ,    0.1069735951252539 ,  3.726415094339623  , 0.0240925275043648
  57 ,        57 ,   58 ,L47237     ,L    ,              298.8 ,                  309.1 ,                  1513 ,       40.3 ,            160 ,     0 ,No Failure               ,    6385.17 ,3525.17  ,    5.150000000000006  , 37.54342431761787  , 0.0266358228684732 ,    0.1057501652346331 ,  3.970223325062035  , 0.0250580642332154
  58 ,        58 ,   59 ,M14918     ,M    ,              298.8 ,                  309.0 ,                  1661 ,       29.5 ,            162 ,     0 ,No Failure               ,    5131.22 ,2271.22  ,    5.099999999999994  , 56.30508474576271  , 0.0177603853100541 ,    0.0975316074653823 ,  5.491525423728813  , 0.0315714391509231
  59 ,        59 ,   60 ,L47239     ,L    ,              298.8 ,                  309.1 ,                  1378 ,       54.4 ,            165 ,     0 ,No Failure               ,    7850.13 ,4990.13  ,    5.150000000000006  , 25.330882352941178 , 0.039477503628447  ,    0.1197387518142235 ,  3.0330882352941178 , 0.0210187601988756
  60 ,        60 ,   61 ,L47240     ,L    ,              298.8 ,                  309.1 ,                  1393 ,       52.6 ,            167 ,     0 ,No Failure               ,    7673.0  ,4813.0   ,    5.150000000000006  , 26.482889733840302 , 0.0377602297200287 ,    0.1198851399856425 ,  3.1749049429657794 , 0.0217646292193405
  61 ,        61 ,   62 ,M14921     ,M    ,              298.8 ,                  309.0 ,                  1592 ,       38.2 ,            169 ,     0 ,No Failure               ,    6368.47 ,3508.47  ,    5.099999999999994  , 41.675392670157066 , 0.0239949748743718 ,    0.1061557788944723 ,  4.424083769633508  , 0.0265369861206851
  62 ,        62 ,   63 ,L47242     ,L    ,              298.8 ,                  309.0 ,                  1829 ,       22.9 ,            172 ,     0 ,No Failure               ,    4386.09 ,1526.09  ,    5.099999999999994  , 79.86899563318778  , 0.0125205030071077 ,    0.0940404592673592 ,  7.510917030567686  , 0.039214881591577
  63 ,        63 ,   64 ,M14923     ,M    ,              298.9 ,                  309.0 ,                  1812 ,       25.9 ,            174 ,     0 ,No Failure               ,    4914.58 ,2054.58  ,    5.050000000000011  , 69.96138996138997  , 0.0142935982339955 ,    0.0960264900662251 ,  6.718146718146719  , 0.0354048565696356
  64 ,        64 ,   65 ,L47244     ,L    ,              299.0 ,                  309.1 ,                  1523 ,       38.6 ,            177 ,     0 ,No Failure               ,    6156.24 ,3296.24  ,    5.050000000000011  , 39.4559585492228   , 0.0253447143795141 ,    0.1162179908076165 ,  4.585492227979274  , 0.0287513157381778
  65 ,        65 ,   66 ,L47245     ,L    ,              299.0 ,                  309.1 ,                  1394 ,       45.1 ,            179 ,     0 ,No Failure               ,    6583.67 ,3723.67  ,    5.050000000000011  , 30.909090909090907 , 0.0323529411764705 ,    0.1284074605451937 ,  3.968957871396896  , 0.0271884830193493
  66 ,        66 ,   67 ,M14926     ,M    ,              298.9 ,                  308.9 ,                  1679 ,       28.7 ,            181 ,     0 ,No Failure               ,    5046.16 ,2186.16  ,    5.0                , 58.501742160278745 , 0.0170935080405002 ,    0.1078022632519356 ,  6.306620209059234  , 0.0358688586965137
  67 ,        67 ,   68 ,H29481     ,H    ,              298.8 ,                  308.9 ,                  1466 ,       44.1 ,            184 ,     0 ,No Failure               ,    6770.2  ,3910.2   ,    5.049999999999983  , 33.24263038548753  , 0.030081855388813  ,    0.1255115961800818 ,  4.172335600907029  , 0.0271779267968449
  68 ,        68 ,   69 ,L47248     ,L    ,              298.8 ,                  308.9 ,                  1527 ,       32.4 ,            189 ,     0 ,No Failure               ,    5180.99 ,2320.99  ,    5.049999999999983  , 47.12962962962963  , 0.0212180746561886 ,    0.1237721021611002 ,  5.833333333333334  , 0.0364795145329367
  69 ,        69 ,   70 ,L47249     ,L    ,              298.9 ,                  309.0 ,                  1410 ,       65.7 ,            191 ,     1 ,Power Failure            ,    9700.92 ,6840.92  ,    5.050000000000011  , 21.461187214611872 , 0.046595744680851  ,    0.1354609929078014 ,  2.907153729071537  , 0.0196888542529986
  70 ,        70 ,   71 ,M14930     ,M    ,              298.9 ,                  309.0 ,                  1924 ,       22.6 ,            193 ,     0 ,No Failure               ,    4553.47 ,1693.47  ,    5.050000000000011  , 85.13274336283185  , 0.0117463617463617 ,    0.1003118503118503 ,  8.539823008849558  , 0.0423852578363314
  71 ,        71 ,   72 ,L47251     ,L    ,              298.9 ,                  309.1 ,                  1452 ,       45.5 ,            196 ,     0 ,No Failure               ,    6918.42 ,4058.42  ,    5.100000000000023  , 31.912087912087912 , 0.0313360881542699 ,    0.1349862258953168 ,  4.307692307692308  , 0.0283301678706988
  72 ,        72 ,   73 ,L47252     ,L    ,              298.9 ,                  309.1 ,                  1369 ,       44.4 ,            198 ,     0 ,No Failure               ,    6365.24 ,3505.24  ,    5.100000000000023  , 30.833333333333336 , 0.0324324324324324 ,    0.1446311176040906 ,  4.45945945945946   , 0.0311064468896695
  73 ,        73 ,   74 ,L47253     ,L    ,              299.0 ,                  309.1 ,                  1592 ,       35.0 ,            200 ,     0 ,No Failure               ,    5834.98 ,2974.98  ,    5.050000000000011  , 45.48571428571429  , 0.0219849246231155 ,    0.1256281407035175 ,  5.714285714285714  , 0.0342760386496611
  74 ,        74 ,   75 ,L47254     ,L    ,              298.9 ,                  309.0 ,                  1601 ,       32.3 ,            202 ,     0 ,No Failure               ,    5415.3  ,2555.3   ,    5.050000000000011  , 49.566563467492266 , 0.0201748906933166 ,    0.1261711430356027 ,  6.253869969040248  , 0.0373017192029989
  75 ,        75 ,   76 ,L47255     ,L    ,              298.8 ,                  308.9 ,                  1379 ,       46.7 ,            204 ,     0 ,No Failure               ,    6743.88 ,3883.88  ,    5.049999999999983  , 29.528907922912204 , 0.0338651196519216 ,    0.1479332849891225 ,  4.36830835117773   , 0.0302496485702592
  76 ,        76 ,   77 ,L47256     ,L    ,              298.8 ,                  308.9 ,                  1461 ,       47.9 ,            206 ,     0 ,No Failure               ,    7328.49 ,4468.49  ,    5.049999999999983  , 30.50104384133612  , 0.0327857631759069 ,    0.1409993155373032 ,  4.30062630480167   , 0.0281094741208625
  77 ,        77 ,   78 ,L47257     ,L    ,              298.8 ,                  308.9 ,                  1455 ,       41.3 ,            208 ,     1 ,Tool Wear Failure        ,    6292.77 ,3432.77  ,    5.049999999999983  , 35.23002421307506  , 0.0283848797250859 ,    0.1429553264604811 ,  5.036319612590799  , 0.0330538061934569
  78 ,        78 ,   79 ,L47258     ,L    ,              298.8 ,                  308.9 ,                  1398 ,       51.5 ,              0 ,     0 ,No Failure               ,    7539.51 ,4679.51  ,    5.049999999999983  , 27.145631067961165 , 0.0368383404864091 ,    0.0                ,  0.0                , 0.0
  79 ,        79 ,   80 ,L47259     ,L    ,              298.8 ,                  308.9 ,                  1402 ,       37.9 ,              2 ,     0 ,No Failure               ,    5564.37 ,2704.37  ,    5.049999999999983  , 36.99208443271768  , 0.0270328102710413 ,    0.0014265335235378 ,  0.0527704485488126 , 0.0003594297287922
  80 ,        80 ,   81 ,H29494     ,H    ,              298.8 ,                  308.8 ,                  1445 ,       49.9 ,              4 ,     0 ,No Failure               ,    7550.87 ,4690.87  ,    5.0                , 28.95791583166333  , 0.0345328719723183 ,    0.0027681660899653 ,  0.0801603206412825 , 0.0005297402815834
  81 ,        81 ,   82 ,L47261     ,L    ,              298.9 ,                  308.9 ,                  1450 ,       47.5 ,              9 ,     0 ,No Failure               ,    7212.57 ,4352.57  ,    5.0                , 30.526315789473685 , 0.0327586206896551 ,    0.0062068965517241 ,  0.1894736842105263 , 0.0012478215116109
  82 ,        82 ,   83 ,L47262     ,L    ,              298.9 ,                  308.9 ,                  1453 ,       40.8 ,             11 ,     0 ,No Failure               ,    6208.04 ,3348.04  ,    5.0                , 35.61274509803922  , 0.028079834824501  ,    0.0075705437026841 ,  0.2696078431372549 , 0.0017718957996404
  83 ,        83 ,   84 ,L47263     ,L    ,              299.0 ,                  309.0 ,                  1469 ,       40.1 ,             13 ,     0 ,No Failure               ,    6168.72 ,3308.72  ,    5.0                , 36.633416458852864 , 0.0272974812797821 ,    0.0088495575221238 ,  0.3241895261845386 , 0.0021074063987342
  84 ,        84 ,   85 ,L47264     ,L    ,              298.9 ,                  308.9 ,                  1422 ,       47.6 ,             15 ,     0 ,No Failure               ,    7088.19 ,4228.19  ,    5.0                , 29.873949579831933 , 0.0334739803094233 ,    0.010548523206751  ,  0.315126050420168  , 0.0021161960951949
  85 ,        85 ,   86 ,M14945     ,M    ,              299.0 ,                  309.0 ,                  1804 ,       26.8 ,             17 ,     0 ,No Failure               ,    5062.91 ,2202.91  ,    5.0                , 67.31343283582089  , 0.0148558758314855 ,    0.0094235033259423 ,  0.6343283582089552 , 0.0033577527548386
  86 ,        86 ,   87 ,H29500     ,H    ,              299.0 ,                  309.0 ,                  1436 ,       43.9 ,             20 ,     0 ,No Failure               ,    6601.58 ,3741.58  ,    5.0                , 32.710706150341686 , 0.0305710306406685 ,    0.0139275766016713 ,  0.4555808656036446 , 0.0030295777677465
  87 ,        87 ,   88 ,L47267     ,L    ,              299.0 ,                  309.0 ,                  1544 ,       31.8 ,             25 ,     0 ,No Failure               ,    5141.66 ,2281.66  ,    5.0                , 48.55345911949686  , 0.0205958549222797 ,    0.0161917098445595 ,  0.7861635220125786 , 0.0048622429332161
  88 ,        88 ,   89 ,M14948     ,M    ,              299.0 ,                  309.0 ,                  1419 ,       45.2 ,             27 ,     0 ,No Failure               ,    6716.6  ,3856.6   ,    5.0                , 31.39380530973451  , 0.0318534178999295 ,    0.0190274841437632 ,  0.5973451327433628 , 0.004019891016288
  89 ,        89 ,   90 ,M14949     ,M    ,              298.9 ,                  308.9 ,                  1487 ,       39.5 ,             30 ,     0 ,No Failure               ,    6150.87 ,3290.87  ,    5.0                , 37.64556962025316  , 0.0265635507733692 ,    0.0201748486886348 ,  0.759493670886076  , 0.0048773588126557
  90 ,        90 ,   91 ,L47270     ,L    ,              298.9 ,                  308.9 ,                  1753 ,       25.8 ,             33 ,     0 ,No Failure               ,    4736.2  ,1876.2   ,    5.0                , 67.94573643410853  , 0.0147176269252709 ,    0.0188248716486023 ,  1.2790697674418603 , 0.006967611165069
